Konkani,Hindi,Konkani_Rule_POS
सिण्ड्रोमा,सिंड्रोम में,सिण्ड्रोमा/NOUN
असल्या,विस्मय,असल्या/NOUN
त्रासान,सदमा,त्रासान/NOUN
पिडिल्ल्यो,घिनौना,पिडिल्ल्यो/NOUN
बायलो,औरत,बायलो/ADJ
5,5,5/NOUN
फावटीं,हालांकि,फावटीं/NOUN
ट्युना,ट्युना,ट्युना/NOUN
खावन,संलग्न करना,खावन/NOUN
त्रास,मुश्किल,त्रास/PART
68,68,68/NOUN
प्रतिशें,प्रतिशें,प्रतिशें/NOUN
करूंक,उपभोक्ता,करूंक/NOUN
आनीक,इसके अतिरिक्त,आनीक/NOUN
अभ्यासा,अध्ययन,अभ्यासा/NOUN
वयल्यान,ऊपर से,वयल्यान/NOUN
कळ्ळां,झींगा,कळ्ळां/NOUN
भारतीय,भारतीय,भारतीय/NOUN
खाणांत,खान में,खाणांत/NOUN
मेव्याचो,मयवा का,मेव्याचो/ADJ
उपेग,उपयोग,उपेग/NOUN
आदीं,निंदा करना,आदीं/NOUN
आयला,आयला,आयला/NOUN
बदाम,बादाम,बदाम/NOUN
काज,काज,काज/NOUN
अक्रोड,अखरोट,अक्रोड/NOUN
किसमीस,किसमीस,किसमीस/PART
सगळे,सभी,सगळे/NOUN
मेवे,मेवे,मेवे/PRON
पुश्टीक,पुश्तिक,पुश्टीक/NOUN
आसपा,आसपा,आसपा/NOUN
दोळ्यांकूय,यहां तक ​​कि आँखें भी हैं,दोळ्यांकूय/NOUN
बी,बी,बी/NOUN
फायद्याचे,फायदेमंद,फायद्याचे/NOUN
खबर,बुद्धिमत्ता,खबर/NOUN
जिवनसत्व-ई,जीवनशैली-समय,जिवनसत्व-ई/NOUN
जें,कहाँ,जें/NOUN
तरांचें,विशेष,तरांचें/NOUN
हेर,देखना,हेर/NOUN
दुयेंसा,दुयेंसा,दुयेंसा/NOUN
वाटायताच,में,वाटायताच/NOUN
इन्फ्रारॅड,इन्फ्रारॅड,इन्फ्रारॅड/NOUN
किरणां,रेडियो,किरणां/NOUN
राखण,रखरखाव,राखण/NOUN
सदांच्या,स्वर,सदांच्या/ADJ
वेळार,सूत्रु,वेळार/NOUN
गोडश्यांत,मिठास में,गोडश्यांत/NOUN
मेव्याचे,तुच्छ,मेव्याचे/PRON
कुडके,टुकड़े,कुडके/NOUN
चाबून,चाबून,चाबून/NOUN
खावपाक,को खाने के,खावपाक/VERB
गजाल,चीज़,गजाल/NOUN
देंवोवपाची,अंतर्गत,देंवोवपाची/NOUN
कातीची,काँटेदार,कातीची/NOUN
घेवपाची,देखना,घेवपाची/NOUN
फळां,फल -फल,फळां/NOUN
बाबतींनी,के अनुसार,बाबतींनी/NOUN
तशें,ऐसा,तशें/NOUN
दोळ्यां,शरारत,दोळ्यां/NOUN
सोडप,छोड़ना,सोडप/NOUN
घेतल्यार,अगर आप लेते हैं,घेतल्यार/NOUN
कुड्डेपणाची,कुदाविक,कुड्डेपणाची/NOUN
भिरांत,डर लगना,भिरांत/NOUN
खूब,खूब,खूब/NOUN
करूं,करूं,करूं/NOUN
आसल्यार,अगर आप चाहते हैं,आसल्यार/NOUN
पुरो,पुरो,पुरो/NOUN
वस्तुंकूय,रंगा हुआ,वस्तुंकूय/NOUN
आहारांत,भोजन में चावल,आहारांत/NOUN
आपणावन,आप,आपणावन/NOUN
जावपा,बनना,जावपा/NOUN
खेरीज,के अलावा,खेरीज/NOUN
दूद,दूध,दूद/NOUN
पियेवप,टपकना,पियेवप/NOUN
गाजर,गाजर,गाजर/NOUN
दवरपा,स्त्री,दवरपा/NOUN
जिवनसत्व-ए,जीवनशैली-ई,जिवनसत्व-ए/NOUN
भरपूर,बहुत,भरपूर/NOUN
खाणांची,खाना,खाणांची/NOUN
मदत,मदद,मदत/NOUN
जेवणाखाणाचेर,रात का खाना,जेवणाखाणाचेर/NOUN
नवी,नया,नवी/NOUN
जीण,जीण,जीण/NOUN
दिवंक,दे देना,दिवंक/NOUN
योग,योग,योग/NOUN
अर्दांगाचेर,आधे रंग पर,अर्दांगाचेर/NOUN
नियंत्रण,नियंत्रण,नियंत्रण/NOUN
दवरूं,काएं,दवरूं/NOUN
कुडीचे,वे शरीर के हैं,कुडीचे/NOUN
दावे,दावे,दावे/NOUN
उजवे,सही,उजवे/NOUN
वटेनच्या,वॉटन,वटेनच्या/ADJ
आंगाची,खुशबूदार,आंगाची/NOUN
शिरांची,नस,शिरांची/NOUN
हालचाल,आंदोलन,हालचाल/NOUN
काबार,विनाश,काबार/NOUN
त्या,वे,त्या/NOUN
दुयेंसाक,रोग से रोग,दुयेंसाक/NOUN
अर्दांग,अर्ध-पक्ष,अर्दांग/NOUN
पक्षाघात,पक्षाघात,पक्षाघात/NOUN
म्हणटात,यह कहा जाता है,म्हणटात/NOUN
अर्दे,आधा,अर्दे/NOUN
कुडीक,चबा,कुडीक/NOUN
आख्खे,आख्खे,आख्खे/NOUN
मुखामळा,मुखपत्र,मुखामळा/PRON
पिडेचें,मर्ज जो,पिडेचें/NOUN
मुखेल,मेजर,मुखेल/PRON
तकलेंत,मेरे सिर में,तकलेंत/NOUN
रक्ताची,खून,रक्ताची/NOUN
गांठ,गांठ,गांठ/NOUN
जावप,होना,जावप/NOUN
अती,अत्यंत,अती/NOUN
खोसयेची,खोसयेची,खोसयेची/NOUN
दुख्खाची,घाव,दुख्खाची/NOUN
अवस्था,स्थिति,अवस्था/NOUN
योगाचो,योगाचो,योगाचो/ADJ
अभ्यास,अध्ययन,अभ्यास/PART
केल्यार,अगर,केल्यार/NOUN
रोगाचेर,रोग पर विच्छेदन,रोगाचेर/NOUN
नक्की,बिल्कुल,नक्की/NOUN
जैत,जैतून,जैत/NOUN
मेळोवं,चलो लाते हैं,मेळोवं/PRON
समस्येचो,संकट,समस्येचो/ADJ
सासणाचो,हाँ करना,सासणाचो/ADJ
सुटावो,अनुग्रह,सुटावो/NOUN
कश्ट,थकान,कश्ट/NOUN
पडटात,को,पडटात/NOUN
देखून,"इसलिए,",देखून/NOUN
सुरवातीक,"शुरू में, शुरुआत",सुरवातीक/NOUN
वखदां,दवा,वखदां/NOUN
घेवचीं,लेने के,घेवचीं/NOUN
ह्यो,ह्यो,ह्यो/NOUN
योगीक,योगिक,योगीक/NOUN
पारखण्यो,स्थानांतरण,पारखण्यो/NOUN
दिल्यात,किसी दिए गए में,दिल्यात/NOUN
व्यायामांतल्यान,व्यायाम,व्यायामांतल्यान/NOUN
प्रयोग,उपयोग,प्रयोग/NOUN
न्हिदुनूच,न्हिदुनूच,न्हिदुनूच/NOUN
जशी,जैसा,जशी/NOUN
स्थिती,पद,स्थिती/NOUN
सुदारत,उलझा हुआ,सुदारत/NOUN
तशीं,वे एक ही हैं,तशीं/NOUN
प्रयोगांत,प्रयोग में,प्रयोगांत/NOUN
पवनमुक्तासन,पवनमुक्तासन,पवनमुक्तासन/NOUN
